Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2020-01-02,7.82,8.34,7.8,8.25,1042949.0,0.2737830441176481,1.0,7.5946144119366075,8.099627134980985,7.575190845665669,8.012221086761766,1042949.0
2020-01-03,8.23,8.23,7.88,8.1,1566029.0,0.0,1.0,7.992797520490829,7.992797520490829,7.65288511074942,7.866544339729733,1566029.0
2020-01-06,8.12,8.13,7.89,8.015,1064093.0,0.0,1.0,7.88596790600067,7.8956796891361405,7.6625968938848885,7.783994183078249,1064093.0
2020-01-07,8.03,8.13,7.95,8.06,1160530.0,0.0,1.0,7.7985618577814515,7.8956796891361405,7.720867592697702,7.8276972071878586,1160530.0
2020-01-08,8.04,8.1,7.93,8.07,1151545.0,0.0,1.0,7.808273640916919,7.866544339729733,7.701444026426763,7.837408990323327,1151545.0
2020-01-09,8.1,8.21,8.04,8.1,1046035.0,0.0,1.0,7.866544339729733,7.973373954219891,7.808273640916919,7.866544339729733,1046035.0
2020-01-10,8.1,8.27,8.06,8.18,1061757.0,0.0,1.0,7.866544339729733,8.031644653032703,7.8276972071878586,7.944238604813483,1061757.0
2020-01-13,8.16,8.38,8.13,8.37,964586.0,0.0,1.0,7.924815038542547,8.138474267522861,7.8956796891361405,8.12876248438739,964586.0
2020-01-14,8.57,8.57,8.33,8.47,784848.0,0.0,1.0,8.322998147096767,8.322998147096767,8.089915351845516,8.22588031574208,784848.0
2020-01-15,8.44,8.715,8.4157,8.705,1004936.0,0.0,1.0,8.196744966335672,8.463819002561065,8.173145333316484,8.454107219425596,1004936.0
2020-01-16,8.75,8.925,8.7001,8.79,1071206.0,0.0,1.0,8.497810243535206,8.66776644840591,8.449348445689218,8.53665737607708,1071206.0
2020-01-17,8.77,8.85,8.36,8.37,1500065.0,0.0,1.0,8.517233809806143,8.594928074889893,8.119050701251922,8.12876248438739,1500065.0
2020-01-21,8.34,8.4,8.19,8.355,1838413.0,0.0,1.0,8.099627134980985,8.157897833793799,7.953950387948952,8.114194809684188,1838413.0
2020-01-22,8.33,8.39,8.25,8.26,986911.0,0.0,1.0,8.089915351845516,8.14818605065833,8.012221086761766,8.021932869897235,986911.0
2020-01-23,8.22,8.38,8.14,8.335,1179988.0,0.0,1.0,7.98308573735536,8.138474267522861,7.905391472271609,8.094771243413252,1179988.0
2020-01-24,8.22,8.27,7.96,8.045,1703856.0,0.15,1.0,8.131931338424756,8.18139564096992,7.8747169651899105,7.958806279516687,1703856.0
2020-01-27,7.97,8.04,7.9,7.91,1497305.0,0.0,1.0,7.884609825698942,7.9538598492621695,7.815359802135715,7.825252662644748,1497305.0
2020-01-28,7.9,8.05,7.89,7.9,1356736.0,0.0,1.0,7.815359802135715,7.963752709771204,7.805466941626682,7.815359802135715,1356736.0
2020-01-29,7.96,8.1,7.885,7.91,1013338.0,0.0,1.0,7.8747169651899105,8.013217012316366,7.800520511372166,7.825252662644748,1013338.0
2020-01-30,7.87,7.95,7.77,7.94,977919.0,0.0,1.0,7.785681220608617,7.864824104680878,7.686752615518292,7.854931244171846,977919.0
2020-01-31,7.89,7.95,7.69,7.72,1222985.0,0.0,1.0,7.805466941626682,7.864824104680878,7.607609731446032,7.637288312973129,1222985.0
2020-02-03,7.76,7.8,7.6,7.64,1151518.0,0.0,1.0,7.676859755009259,7.716431197045389,7.518573986864738,7.558145428900868,1151518.0
2020-02-04,7.73,7.85,7.6721,7.74,1073138.0,0.0,1.0,7.647181173482162,7.765895499590552,7.5899015111348636,7.6570740339911945,1073138.0
2020-02-05,7.77,7.835,7.7227,7.78,1260783.0,0.0,1.0,7.686752615518292,7.751056208827003,7.639959385310568,7.696645476027324,1260783.0
2020-02-06,7.82,7.9053,7.78,7.79,955735.0,0.0,1.0,7.736216918063455,7.820603018205502,7.696645476027324,7.706538336536357,955735.0
2020-02-07,7.8,7.85,7.68,7.69,815576.0,0.0,1.0,7.716431197045389,7.765895499590552,7.597716870936998,7.607609731446032,815576.0
2020-02-10,7.68,7.89,7.66,7.79,925679.0,0.0,1.0,7.597716870936998,7.805466941626682,7.577931149918934,7.706538336536357,925679.0
2020-02-11,7.79,7.87,7.61,7.62,1119445.0,0.0,1.0,7.706538336536357,7.785681220608617,7.528466847373771,7.538359707882804,1119445.0
2020-02-12,7.63,7.69,7.56,7.57,1093663.0,0.0,1.0,7.548252568391836,7.607609731446032,7.4790025448286075,7.488895405337641,1093663.0
2020-02-13,7.51,7.72,7.51,7.65,1176368.0,0.0,1.0,7.429538242283445,7.637288312973129,7.429538242283445,7.568038289409902,1176368.0
2020-02-14,7.65,7.76,7.59,7.7,998525.0,0.0,1.0,7.568038289409902,7.676859755009259,7.508681126355706,7.6175025919550645,998525.0
2020-02-18,7.65,7.7909,7.63,7.74,895884.0,0.0,1.0,7.568038289409902,7.70742869398217,7.548252568391836,7.6570740339911945,895884.0
2020-02-19,7.72,7.76,7.55,7.67,1836246.0,0.0,1.0,7.637288312973129,7.676859755009259,7.469109684319576,7.587824010427966,1836246.0
2020-02-20,7.78,7.89,7.63,7.88,2216674.0,0.0,1.0,7.696645476027324,7.805466941626682,7.548252568391836,7.79557408111765,2216674.0
2020-02-21,7.86,8.05,7.84,7.85,3164593.0,0.0,1.0,7.775788360099585,7.963752709771204,7.75600263908152,7.765895499590552,3164593.0
2020-02-24,7.71,7.87,7.65,7.75,1429316.0,0.0,1.0,7.627395452464096,7.785681220608617,7.568038289409902,7.666966894500226,1429316.0
2020-02-25,7.76,7.77,7.5,7.525,1926245.0,0.0,1.0,7.676859755009259,7.686752615518292,7.419645381774413,7.444377533046994,1926245.0
2020-02-26,7.53,7.58,7.22,7.23,2484654.0,0.0,1.0,7.449323963301511,7.498788265846674,7.142645287521502,7.152538148030534,2484654.0
2020-02-27,7.07,7.26,6.82,6.83,2895593.0,0.0,1.0,6.994252379886014,7.182216729557632,6.7469308671601995,6.756823727669232,2895593.0
2020-02-28,6.63,6.6818,6.28,6.29,4241764.0,0.0,1.0,6.558966517488581,6.610211534925369,6.212716399672442,6.222609260181474,4241764.0
