Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2020-01-02,7.4597,7.4809,7.37,7.39,19667.0,0.0,1.0,7.039687814966552,7.059694166653254,6.95503829863178,6.973912215317347,19667.0
2020-01-03,7.39,7.5583,7.39,7.435,5471.0,0.0,1.0,6.973912215317347,7.132736224226402,6.973912215317347,7.016378527859875,5471.0
2020-01-06,7.5,7.5,7.44,7.44,13758.0,0.0,1.0,7.077718757087972,7.077718757087972,7.021097007031268,7.021097007031268,13758.0
2020-01-07,7.41,7.45,7.41,7.41,4502.0,0.0,1.0,6.992786132002916,7.030533965374052,6.992786132002916,6.992786132002916,4502.0
2020-01-08,7.38,7.4591,7.334,7.38,12535.0,0.0,1.0,6.964475256974564,7.039121597465986,6.921065248597757,6.964475256974564,12535.0
2020-01-09,7.48,7.55,7.429,7.43,20426.0,0.0,1.0,7.058844840402404,7.124903548801891,7.010716352854206,7.0116600486884835,20426.0
2020-01-10,7.428,7.51,7.3634,7.4623,6265.0,0.0,1.0,7.009772657019927,7.087155715430756,6.948809906125543,7.042141424135676,6265.0
2020-01-13,7.42,7.43,7.41,7.42,2075.0,0.0,1.0,7.0022230903457,7.0116600486884835,6.992786132002916,7.0022230903457,2075.0
2020-01-14,7.36,7.4401,7.36,7.43,16565.0,0.03,1.0,6.973645491057324,7.049540736143423,6.973645491057324,7.039970923716836,16565.0
2020-01-15,7.44,7.44,7.39,7.39,84163.0,0.0,1.0,7.049445985525338,7.049445985525338,7.002070676482829,7.002070676482829,84163.0
2020-01-16,7.4182,7.42,7.4182,7.42,1181.0,0.0,1.0,7.028790350782804,7.030495861908334,7.028790350782804,7.030495861908334,1181.0
2020-01-17,7.39,7.46,7.39,7.4,10925.0,0.0,1.0,7.002070676482829,7.068396109142341,7.002070676482829,7.011545738291331,10925.0
2020-01-21,7.4,7.42,7.39,7.415,2304.0,0.0,1.0,7.011545738291331,7.030495861908334,7.002070676482829,7.025758331004083,2304.0
2020-01-22,7.38,7.47,7.38,7.4,12136.0,0.0,1.0,6.992595614674327,7.077871170950843,6.992595614674327,7.011545738291331,12136.0
2020-01-23,7.44,7.525,7.4094,7.465,11572.0,0.0,1.0,7.049445985525338,7.129984010897603,7.020452296391322,7.073133640046592,11572.0
2020-01-24,7.5,7.54,7.44,7.524,11379.0,0.0,1.0,7.106296356376348,7.1441966036103555,7.049445985525338,7.129036504716753,11379.0
2020-01-27,7.46,7.54,7.46,7.5,5101.0,0.0,1.0,7.068396109142341,7.1441966036103555,7.068396109142341,7.106296356376348,5101.0
2020-01-28,7.48,7.53,7.4201,7.4201,14340.0,0.0,1.0,7.087346232759345,7.134721541801854,7.030590612526419,7.030590612526419,14340.0
2020-01-29,7.42,7.42,7.385,7.39,28235.0,0.0,1.0,7.030495861908334,7.030495861908334,6.997333145578578,7.002070676482829,28235.0
2020-01-30,7.41,7.47,7.38,7.405,7074.0,0.0,1.0,7.021020800099833,7.077871170950843,6.992595614674327,7.016283269195582,7074.0
2020-01-31,7.41,7.42,7.36,7.36,11896.0,0.0,1.0,7.021020800099833,7.030495861908334,6.973645491057324,6.973645491057324,11896.0
2020-02-03,7.4,7.4303,7.4,7.41,8867.0,0.0,1.0,7.011545738291331,7.040255175571091,7.011545738291331,7.021020800099833,8867.0
2020-02-04,7.43,7.432,7.3432,7.35,30584.0,0.0,1.0,7.039970923716836,7.041865936078537,6.957727387219041,6.964170429248822,30584.0
2020-02-05,7.44,7.45,7.38,7.415,6934.0,0.0,1.0,7.049445985525338,7.05892104733384,6.992595614674327,7.025758331004083,6934.0
2020-02-06,7.439,7.439,7.32,7.32,28016.0,0.0,1.0,7.048498479344487,7.048498479344487,6.935745243823316,6.935745243823316,28016.0
2020-02-07,7.37,7.46,7.35,7.4,184381.0,0.0,1.0,6.983120552865826,7.068396109142341,6.964170429248822,7.011545738291331,184381.0
2020-02-10,7.4197,7.4197,7.4053,7.4053,2749.0,0.0,1.0,7.030211610054079,7.030211610054079,7.016567521049836,7.016567521049836,2749.0
2020-02-11,7.4071,7.4226,7.3986,7.401,6532.0,0.0,1.0,7.018273032175366,7.032959377978544,7.010219229638141,7.01249324447218,6532.0
2020-02-12,7.3996,7.42,7.37,7.393,10750.0,0.0,1.0,7.011166735818991,7.030495861908334,6.983120552865826,7.004913195025379,10750.0
2020-02-13,7.3734,7.38,7.37,7.3728,34946.0,0.03,1.0,7.014769572553733,7.021048559069974,7.011534943136275,7.014198755597711,34946.0
2020-02-14,7.46,7.46,7.3602,7.3602,16278.0,0.0,1.0,7.097157486539568,7.097157486539568,7.0022115995212495,7.0022115995212495,16278.0
2020-02-18,7.37,7.39,7.37,7.39,4043.0,0.0,1.0,7.011534943136275,7.0305621750036735,7.011534943136275,7.0305621750036735,4043.0
2020-02-19,7.38,7.4422,7.38,7.415,4576.0,0.0,1.0,7.021048559069974,7.080223250177583,7.021048559069974,7.0543462148379215,4576.0
2020-02-20,7.43,7.43,7.42,7.42,1004.0,0.0,1.0,7.06861663873847,7.06861663873847,7.059103022804771,7.059103022804771,1004.0
2020-02-21,7.45,7.51,7.45,7.51,27491.0,0.0,1.0,7.087643870605868,7.144725566208063,7.087643870605868,7.144725566208063,27491.0
2020-02-24,7.46,7.48,7.4377,7.48,17736.0,0.0,1.0,7.097157486539568,7.116184718406966,7.075942123007419,7.116184718406966,17736.0
2020-02-25,7.4625,7.4625,7.3903,7.42,12157.0,0.0,1.0,7.099535890522993,7.099535890522993,7.030847583481684,7.059103022804771,12157.0
2020-02-26,7.43,7.43,7.4027,7.4027,1860.0,0.0,1.0,7.06861663873847,7.06861663873847,7.042644467239471,7.042644467239471,1860.0
2020-02-27,7.35,7.3726,7.25,7.31,28188.0,0.0,1.0,6.9925077112688765,7.014008483279037,6.897371551931886,6.9544532475340795,28188.0
2020-02-28,7.28,7.3,7.23,7.295,59876.0,0.0,1.0,6.925912399732983,6.944939631600381,6.878344320064487,6.940182823633531,59876.0
2020-03-02,7.47,7.47,7.2473,7.27,13299.0,0.0,1.0,7.106671102473267,7.106671102473267,6.894802875629787,6.916398783799283,13299.0
2020-03-03,7.32,7.3928,7.28,7.281,8251.0,0.0,1.0,6.96396686346778,7.0332259874651095,6.925912399732983,6.926863761326352,8251.0
2020-03-04,7.2999,7.36,7.2856,7.34,27641.0,0.0,1.0,6.944844495441044,7.002021327202576,6.931240024655854,6.982994095335178,27641.0
2020-03-05,7.3,7.3,7.21,7.25,17402.0,0.0,1.0,6.944939631600381,6.944939631600381,6.859317088197089,6.897371551931886,17402.0
2020-03-06,7.2484,7.25,7.1,7.16,72547.0,0.0,1.0,6.895849373382494,6.897371551931886,6.754667312926398,6.811749008528593,72547.0
2020-03-09,7.05,7.39,6.8001,7.06,38618.0,0.0,1.0,6.707099233257902,7.0305621750036735,6.46935397107476,6.716612849191601,38618.0
2020-03-10,7.234,7.29,7.05,7.06,22380.0,0.0,1.0,6.8821497664379665,6.935426015666682,6.707099233257902,6.716612849191601,22380.0
2020-03-11,6.9738,7.1308,6.94,7.035,1693.0,0.0,1.0,6.634605479843114,6.783969250002191,6.602449457987212,6.692828809357354,1693.0
2020-03-12,6.3,7.1101,5.67,6.25,54156.0,0.027,1.0,6.019470295355622,6.793497737620318,5.417523265820059,5.9716967215829575,54156.0
2020-03-13,6.5,7.0,6.3,6.8425,34328.0,0.0,1.0,6.2105645904462765,6.688300328172913,6.019470295355622,6.537813570789022,34328.0
2020-03-16,6.34,6.532,6.25,6.31,26166.0,0.0,1.0,6.057689154373753,6.241139677660781,5.9716967215829575,6.029025010110154,26166.0
2020-03-17,6.18,6.49,6.18,6.3976,32914.0,0.0,1.0,5.904813718301228,6.201009875691744,5.904813718301228,6.112724311359861,32914.0
2020-03-18,6.2424,6.45,5.96,5.98,19153.0,0.0,1.0,5.964435138369513,6.162791016673613,5.694609993701508,5.713719423210574,19153.0
2020-03-19,5.915,6.27,5.195,5.86,59101.0,0.0,1.0,5.651613777306111,5.990806151092023,4.963674314979755,5.5990628461561815,59101.0
2020-03-20,6.07,6.25,5.8,5.8,2867.0,0.0,1.0,5.799711856001369,5.9716967215829575,5.541734557628985,5.541734557628985,2867.0
2020-03-23,5.84,5.84,5.46,5.5,42664.0,0.0,1.0,5.579953416647116,5.579953416647116,5.216874255974872,5.255093114993003,42664.0
2020-03-24,5.45,5.88,5.45,5.86,30509.0,0.0,1.0,5.20731954122034,5.618172275665247,5.20731954122034,5.5990628461561815,30509.0
2020-03-25,5.851,5.93,5.49,5.91,80044.0,0.0,1.0,5.590463602877102,5.66594584943791,5.245538400238471,5.646836419928845,80044.0
2020-03-26,5.8453,6.17,5.71,6.16,45544.0,0.0,1.0,5.585017415467018,5.895259003546696,5.45574212483819,5.885704288792163,45544.0
2020-03-27,6.03,6.0986,5.96,5.99,2532.0,0.0,1.0,5.761492996983238,5.827038340199333,5.694609993701508,5.723274137965107,2532.0
2020-03-30,6.03,6.12,5.96,6.01,30723.0,0.0,1.0,5.761492996983238,5.847485429774032,5.694609993701508,5.742383567474172,30723.0
2020-03-31,5.91,6.21,5.91,6.1027,19966.0,0.0,1.0,5.646836419928845,5.933477862564827,5.646836419928845,5.83095577324869,19966.0
2020-04-01,5.94,6.07,5.94,6.0,15037.0,0.0,1.0,5.675500564192443,5.799711856001369,5.675500564192443,5.732828852719639,15037.0
2020-04-02,6.09,6.09,5.97,6.0,7163.0,0.0,1.0,5.818821285510434,5.818821285510434,5.704164708456041,5.732828852719639,7163.0
2020-04-03,6.02,6.02,5.91,5.98,11119.0,0.0,1.0,5.751938282228704,5.751938282228704,5.646836419928845,5.713719423210574,11119.0
2020-04-06,6.0099,6.18,6.0099,6.18,42320.0,0.0,1.0,5.742288020326627,5.904813718301228,5.742288020326627,5.904813718301228,42320.0
2020-04-07,6.0892,6.17,6.0,6.09,17788.0,0.0,1.0,5.818056908330072,5.895259003546696,5.732828852719639,5.818821285510434,17788.0
2020-04-08,6.07,6.26,6.06,6.26,17812.0,0.0,1.0,5.799711856001369,5.98125143633749,5.790157141246835,5.98125143633749,17812.0
2020-04-09,6.3,6.61,6.3,6.55,30577.0,0.0,1.0,6.019470295355622,6.315666452746137,6.019470295355622,6.25833816421894,30577.0
2020-04-13,6.3908,6.46,6.365,6.44,8849.0,0.0,1.0,6.106227105326778,6.172345731428146,6.081575941260085,6.1532363019190806,8849.0
2020-04-14,6.43,6.43,6.3415,6.4,2482.0,0.027,1.0,6.169600243860397,6.169600243860397,6.084684284049877,6.140815172738187,2482.0
2020-04-15,6.38,6.41,6.295,6.41,30018.0,0.0,1.0,6.12162512532338,6.15041019644559,6.040067423810451,6.15041019644559,30018.0
2020-04-16,6.348,6.4,6.29,6.4,13729.0,0.0,1.0,6.0909210494596895,6.140815172738187,6.03526991195675,6.140815172738187,13729.0
2020-04-17,6.41,6.55,6.38,6.5111,36546.0,0.0,1.0,6.15041019644559,6.284740528349238,6.12162512532338,6.247415886127439,36546.0
2020-04-20,6.52,6.5371,6.12,6.22,50630.0,0.0,1.0,6.255955457227028,6.272362947766688,5.872154508930891,5.968104746004926,50630.0
2020-04-21,6.22,6.32,6.205,6.25,13114.0,0.0,1.0,5.968104746004926,6.06405498307896,5.95371221044382,5.996889817127136,13114.0
2020-04-22,6.35,6.35,6.1975,6.26,9575.0,0.0,1.0,6.09284005420117,6.09284005420117,5.946515942663267,6.006484840834539,9575.0
2020-04-23,6.21,6.2782,6.19,6.23,32849.0,0.0,1.0,5.9585097222975225,6.023947783982013,5.939319674882715,5.97769976971233,32849.0
2020-04-24,6.2,6.42,6.2,6.42,72693.0,0.0,1.0,5.9489146985901185,6.160005220152994,5.9489146985901185,6.160005220152994,72693.0
2020-04-27,6.48,6.52,6.3748,6.4715,9646.0,0.0,1.0,6.217575362397414,6.255955457227028,6.11663571299553,6.209419592246121,9646.0
